FilenameMask,EID,Angle1,Angle2,FilenameCurv,FilenameParc
sub-NDAREM887YY8-196.51-97.12-curv-mask.png,sub-NDAREM887YY8,196.51,97.12,sub-NDAREM887YY8-196.51-97.12-curv.png,sub-NDAREM887YY8-196.51-97.12-parc.png
sub-NDARVL190JA8-220.58-94.31-curv-mask.png,sub-NDARVL190JA8,220.58,94.31,sub-NDARVL190JA8-220.58-94.31-curv.png,sub-NDARVL190JA8-220.58-94.31-parc.png
sub-NDARWA544RDT-217.52-88.83-curv-mask.png,sub-NDARWA544RDT,217.52,88.83,sub-NDARWA544RDT-217.52-88.83-curv.png,sub-NDARWA544RDT-217.52-88.83-parc.png
sub-NDARMD575AXD-196.38-87.16-curv-mask.png,sub-NDARMD575AXD,196.38,87.16,sub-NDARMD575AXD-196.38-87.16-curv.png,sub-NDARMD575AXD-196.38-87.16-parc.png
sub-NDARAV610EY3-211.00-86.77-curv-mask.png,sub-NDARAV610EY3,211.0,86.77,sub-NDARAV610EY3-211.0-86.77-curv.png,sub-NDARAV610EY3-211.0-86.77-parc.png
sub-NDAREY778CR9-196.51-83.92-curv-mask.png,sub-NDAREY778CR9,196.51,83.92,sub-NDAREY778CR9-196.51-83.92-curv.png,sub-NDAREY778CR9-196.51-83.92-parc.png
sub-NDARXC055JGA-200.79-76.05-curv-mask.png,sub-NDARXC055JGA,200.79,76.05,sub-NDARXC055JGA-200.79-76.05-curv.png,sub-NDARXC055JGA-200.79-76.05-parc.png
sub-NDARWK793VK4-208.00-101.28-curv-mask.png,sub-NDARWK793VK4,208.0,101.28,sub-NDARWK793VK4-208.0-101.28-curv.png,sub-NDARWK793VK4-208.0-101.28-parc.png
sub-NDARUK719URM-205.24-83.01-curv-mask.png,sub-NDARUK719URM,205.24,83.01,sub-NDARUK719URM-205.24-83.01-curv.png,sub-NDARUK719URM-205.24-83.01-parc.png
sub-NDARDY421HTK-219.67-86.29-curv-mask.png,sub-NDARDY421HTK,219.67,86.29,sub-NDARDY421HTK-219.67-86.29-curv.png,sub-NDARDY421HTK-219.67-86.29-parc.png
sub-NDARFG713PLR-204.94-86.68-curv-mask.png,sub-NDARFG713PLR,204.94,86.68,sub-NDARFG713PLR-204.94-86.68-curv.png,sub-NDARFG713PLR-204.94-86.68-parc.png
sub-NDARKT312RUD-212.78-96.11-curv-mask.png,sub-NDARKT312RUD,212.78,96.11,sub-NDARKT312RUD-212.78-96.11-curv.png,sub-NDARKT312RUD-212.78-96.11-parc.png
sub-NDARLG918MG8-213.94-94.24-curv-mask.png,sub-NDARLG918MG8,213.94,94.24,sub-NDARLG918MG8-213.94-94.24-curv.png,sub-NDARLG918MG8-213.94-94.24-parc.png
sub-NDARLY114PDC-224.82-102.08-curv-mask.png,sub-NDARLY114PDC,224.82,102.08,sub-NDARLY114PDC-224.82-102.08-curv.png,sub-NDARLY114PDC-224.82-102.08-parc.png
sub-NDARVC140PKY-208.01-87.10-curv-mask.png,sub-NDARVC140PKY,208.01,87.1,sub-NDARVC140PKY-208.01-87.1-curv.png,sub-NDARVC140PKY-208.01-87.1-parc.png
sub-NDARVR601FUT-196.24-100.29-curv-mask.png,sub-NDARVR601FUT,196.24,100.29,sub-NDARVR601FUT-196.24-100.29-curv.png,sub-NDARVR601FUT-196.24-100.29-parc.png
sub-NDARPM105MKA-222.47-94.65-curv-mask.png,sub-NDARPM105MKA,222.47,94.65,sub-NDARPM105MKA-222.47-94.65-curv.png,sub-NDARPM105MKA-222.47-94.65-parc.png
sub-NDARNR459MUJ-199.84-96.95-curv-mask.png,sub-NDARNR459MUJ,199.84,96.95,sub-NDARNR459MUJ-199.84-96.95-curv.png,sub-NDARNR459MUJ-199.84-96.95-parc.png
sub-NDARAW216PM7-217.03-99.11-curv-mask.png,sub-NDARAW216PM7,217.03,99.11,sub-NDARAW216PM7-217.03-99.11-curv.png,sub-NDARAW216PM7-217.03-99.11-parc.png
sub-NDARDZ058NZN-198.68-79.22-curv-mask.png,sub-NDARDZ058NZN,198.68,79.22,sub-NDARDZ058NZN-198.68-79.22-curv.png,sub-NDARDZ058NZN-198.68-79.22-parc.png
sub-NDAREJ309NL8-222.63-78.64-curv-mask.png,sub-NDAREJ309NL8,222.63,78.64,sub-NDAREJ309NL8-222.63-78.64-curv.png,sub-NDAREJ309NL8-222.63-78.64-parc.png
sub-NDARFY525TL2-199.32-100.35-curv-mask.png,sub-NDARFY525TL2,199.32,100.35,sub-NDARFY525TL2-199.32-100.35-curv.png,sub-NDARFY525TL2-199.32-100.35-parc.png
sub-NDARRY714GEY-202.51-90.04-curv-mask.png,sub-NDARRY714GEY,202.51,90.04,sub-NDARRY714GEY-202.51-90.04-curv.png,sub-NDARRY714GEY-202.51-90.04-parc.png
sub-NDAREM609ZXW-219.13-88.02-curv-mask.png,sub-NDAREM609ZXW,219.13,88.02,sub-NDAREM609ZXW-219.13-88.02-curv.png,sub-NDAREM609ZXW-219.13-88.02-parc.png
sub-NDARPZ973RK0-197.38-84.37-curv-mask.png,sub-NDARPZ973RK0,197.38,84.37,sub-NDARPZ973RK0-197.38-84.37-curv.png,sub-NDARPZ973RK0-197.38-84.37-parc.png
sub-NDARWC427JB2-198.81-104.50-curv-mask.png,sub-NDARWC427JB2,198.81,104.5,sub-NDARWC427JB2-198.81-104.5-curv.png,sub-NDARWC427JB2-198.81-104.5-parc.png
sub-NDARYM832PX3-211.32-96.96-curv-mask.png,sub-NDARYM832PX3,211.32,96.96,sub-NDARYM832PX3-211.32-96.96-curv.png,sub-NDARYM832PX3-211.32-96.96-parc.png
sub-NDARJA788CH7-198.69-91.07-curv-mask.png,sub-NDARJA788CH7,198.69,91.07,sub-NDARJA788CH7-198.69-91.07-curv.png,sub-NDARJA788CH7-198.69-91.07-parc.png
sub-NDARBM764KG0-211.60-92.50-curv-mask.png,sub-NDARBM764KG0,211.6,92.5,sub-NDARBM764KG0-211.6-92.5-curv.png,sub-NDARBM764KG0-211.6-92.5-parc.png
sub-NDARGZ553TMQ-196.23-102.43-curv-mask.png,sub-NDARGZ553TMQ,196.23,102.43,sub-NDARGZ553TMQ-196.23-102.43-curv.png,sub-NDARGZ553TMQ-196.23-102.43-parc.png
sub-NDARUC356FCD-195.91-91.57-curv-mask.png,sub-NDARUC356FCD,195.91,91.57,sub-NDARUC356FCD-195.91-91.57-curv.png,sub-NDARUC356FCD-195.91-91.57-parc.png
sub-NDARUP441BKK-218.15-85.16-curv-mask.png,sub-NDARUP441BKK,218.15,85.16,sub-NDARUP441BKK-218.15-85.16-curv.png,sub-NDARUP441BKK-218.15-85.16-parc.png
sub-NDARUB495UD1-196.33-97.37-curv-mask.png,sub-NDARUB495UD1,196.33,97.37,sub-NDARUB495UD1-196.33-97.37-curv.png,sub-NDARUB495UD1-196.33-97.37-parc.png
sub-NDARFN214WHQ-206.77-95.32-curv-mask.png,sub-NDARFN214WHQ,206.77,95.32,sub-NDARFN214WHQ-206.77-95.32-curv.png,sub-NDARFN214WHQ-206.77-95.32-parc.png
sub-NDARMV319CAT-216.97-87.01-curv-mask.png,sub-NDARMV319CAT,216.97,87.01,sub-NDARMV319CAT-216.97-87.01-curv.png,sub-NDARMV319CAT-216.97-87.01-parc.png
sub-NDARPH513LP3-222.29-79.65-curv-mask.png,sub-NDARPH513LP3,222.29,79.65,sub-NDARPH513LP3-222.29-79.65-curv.png,sub-NDARPH513LP3-222.29-79.65-parc.png
sub-NDARVN892TCF-220.28-85.11-curv-mask.png,sub-NDARVN892TCF,220.28,85.11,sub-NDARVN892TCF-220.28-85.11-curv.png,sub-NDARVN892TCF-220.28-85.11-parc.png
sub-NDARZT957CWG-199.34-91.61-curv-mask.png,sub-NDARZT957CWG,199.34,91.61,sub-NDARZT957CWG-199.34-91.61-curv.png,sub-NDARZT957CWG-199.34-91.61-parc.png
sub-NDARLP507NKW-223.47-82.87-curv-mask.png,sub-NDARLP507NKW,223.47,82.87,sub-NDARLP507NKW-223.47-82.87-curv.png,sub-NDARLP507NKW-223.47-82.87-parc.png
sub-NDARPC222WN6-215.20-91.66-curv-mask.png,sub-NDARPC222WN6,215.2,91.66,sub-NDARPC222WN6-215.2-91.66-curv.png,sub-NDARPC222WN6-215.2-91.66-parc.png
sub-NDARWH725TXP-206.59-80.85-curv-mask.png,sub-NDARWH725TXP,206.59,80.85,sub-NDARWH725TXP-206.59-80.85-curv.png,sub-NDARWH725TXP-206.59-80.85-parc.png
sub-NDARHW968ABB-224.53-99.00-curv-mask.png,sub-NDARHW968ABB,224.53,99.0,sub-NDARHW968ABB-224.53-99.0-curv.png,sub-NDARHW968ABB-224.53-99.0-parc.png
sub-NDARNT205ZKP-197.76-87.77-curv-mask.png,sub-NDARNT205ZKP,197.76,87.77,sub-NDARNT205ZKP-197.76-87.77-curv.png,sub-NDARNT205ZKP-197.76-87.77-parc.png
sub-NDARRY768ZH3-211.68-87.68-curv-mask.png,sub-NDARRY768ZH3,211.68,87.68,sub-NDARRY768ZH3-211.68-87.68-curv.png,sub-NDARRY768ZH3-211.68-87.68-parc.png
sub-NDARKD064EVC-208.19-81.08-curv-mask.png,sub-NDARKD064EVC,208.19,81.08,sub-NDARKD064EVC-208.19-81.08-curv.png,sub-NDARKD064EVC-208.19-81.08-parc.png
sub-NDARVG127VW5-223.69-76.31-curv-mask.png,sub-NDARVG127VW5,223.69,76.31,sub-NDARVG127VW5-223.69-76.31-curv.png,sub-NDARVG127VW5-223.69-76.31-parc.png
sub-NDARUE605HGP-211.89-77.78-curv-mask.png,sub-NDARUE605HGP,211.89,77.78,sub-NDARUE605HGP-211.89-77.78-curv.png,sub-NDARUE605HGP-211.89-77.78-parc.png
sub-NDARLZ228PCB-214.23-103.74-curv-mask.png,sub-NDARLZ228PCB,214.23,103.74,sub-NDARLZ228PCB-214.23-103.74-curv.png,sub-NDARLZ228PCB-214.23-103.74-parc.png
sub-NDARVE724GEF-206.09-92.59-curv-mask.png,sub-NDARVE724GEF,206.09,92.59,sub-NDARVE724GEF-206.09-92.59-curv.png,sub-NDARVE724GEF-206.09-92.59-parc.png
sub-NDARRM073JKA-218.27-83.33-curv-mask.png,sub-NDARRM073JKA,218.27,83.33,sub-NDARRM073JKA-218.27-83.33-curv.png,sub-NDARRM073JKA-218.27-83.33-parc.png
sub-NDARTE553VC1-216.33-91.90-curv-mask.png,sub-NDARTE553VC1,216.33,91.9,sub-NDARTE553VC1-216.33-91.9-curv.png,sub-NDARTE553VC1-216.33-91.9-parc.png
sub-NDARAY665GWN-213.62-78.71-curv-mask.png,sub-NDARAY665GWN,213.62,78.71,sub-NDARAY665GWN-213.62-78.71-curv.png,sub-NDARAY665GWN-213.62-78.71-parc.png
sub-NDARPW915RGD-196.47-79.38-curv-mask.png,sub-NDARPW915RGD,196.47,79.38,sub-NDARPW915RGD-196.47-79.38-curv.png,sub-NDARPW915RGD-196.47-79.38-parc.png
sub-NDARVX111CNA-203.00-91.94-curv-mask.png,sub-NDARVX111CNA,203.0,91.94,sub-NDARVX111CNA-203.0-91.94-curv.png,sub-NDARVX111CNA-203.0-91.94-parc.png
sub-NDARWV449GEM-223.53-83.08-curv-mask.png,sub-NDARWV449GEM,223.53,83.08,sub-NDARWV449GEM-223.53-83.08-curv.png,sub-NDARWV449GEM-223.53-83.08-parc.png
sub-NDARKM497VKX-196.25-96.32-curv-mask.png,sub-NDARKM497VKX,196.25,96.32,sub-NDARKM497VKX-196.25-96.32-curv.png,sub-NDARKM497VKX-196.25-96.32-parc.png
sub-NDARDB146NWY-196.09-94.46-curv-mask.png,sub-NDARDB146NWY,196.09,94.46,sub-NDARDB146NWY-196.09-94.46-curv.png,sub-NDARDB146NWY-196.09-94.46-parc.png
sub-NDARVB607WW4-208.18-88.42-curv-mask.png,sub-NDARVB607WW4,208.18,88.42,sub-NDARVB607WW4-208.18-88.42-curv.png,sub-NDARVB607WW4-208.18-88.42-parc.png
sub-NDARCV628UUW-209.60-98.23-curv-mask.png,sub-NDARCV628UUW,209.6,98.23,sub-NDARCV628UUW-209.6-98.23-curv.png,sub-NDARCV628UUW-209.6-98.23-parc.png
sub-NDARCR594JN0-221.73-79.42-curv-mask.png,sub-NDARCR594JN0,221.73,79.42,sub-NDARCR594JN0-221.73-79.42-curv.png,sub-NDARCR594JN0-221.73-79.42-parc.png
sub-NDARNE906EJA-222.99-100.78-curv-mask.png,sub-NDARNE906EJA,222.99,100.78,sub-NDARNE906EJA-222.99-100.78-curv.png,sub-NDARNE906EJA-222.99-100.78-parc.png
sub-NDARHD931FNA-207.00-76.23-curv-mask.png,sub-NDARHD931FNA,207.0,76.23,sub-NDARHD931FNA-207.0-76.23-curv.png,sub-NDARHD931FNA-207.0-76.23-parc.png
sub-NDARBM213BEA-204.35-92.96-curv-mask.png,sub-NDARBM213BEA,204.35,92.96,sub-NDARBM213BEA-204.35-92.96-curv.png,sub-NDARBM213BEA-204.35-92.96-parc.png
sub-NDARTK357VHL-205.35-88.08-curv-mask.png,sub-NDARTK357VHL,205.35,88.08,sub-NDARTK357VHL-205.35-88.08-curv.png,sub-NDARTK357VHL-205.35-88.08-parc.png
sub-NDARKF704MKL-198.30-94.01-curv-mask.png,sub-NDARKF704MKL,198.3,94.01,sub-NDARKF704MKL-198.3-94.01-curv.png,sub-NDARKF704MKL-198.3-94.01-parc.png
sub-NDARMV319CAT-216.08-78.91-curv-mask.png,sub-NDARMV319CAT,216.08,78.91,sub-NDARMV319CAT-216.08-78.91-curv.png,sub-NDARMV319CAT-216.08-78.91-parc.png
sub-NDARHJ523XGB-218.78-88.92-curv-mask.png,sub-NDARHJ523XGB,218.78,88.92,sub-NDARHJ523XGB-218.78-88.92-curv.png,sub-NDARHJ523XGB-218.78-88.92-parc.png
sub-NDARTD624AF9-205.09-75.51-curv-mask.png,sub-NDARTD624AF9,205.09,75.51,sub-NDARTD624AF9-205.09-75.51-curv.png,sub-NDARTD624AF9-205.09-75.51-parc.png
sub-NDARPC745LTD-220.24-89.51-curv-mask.png,sub-NDARPC745LTD,220.24,89.51,sub-NDARPC745LTD-220.24-89.51-curv.png,sub-NDARPC745LTD-220.24-89.51-parc.png
sub-NDARCV944JA6-224.31-100.95-curv-mask.png,sub-NDARCV944JA6,224.31,100.95,sub-NDARCV944JA6-224.31-100.95-curv.png,sub-NDARCV944JA6-224.31-100.95-parc.png
sub-NDARVV473XTY-224.48-87.75-curv-mask.png,sub-NDARVV473XTY,224.48,87.75,sub-NDARVV473XTY-224.48-87.75-curv.png,sub-NDARVV473XTY-224.48-87.75-parc.png
sub-NDARVC310XV2-216.26-93.74-curv-mask.png,sub-NDARVC310XV2,216.26,93.74,sub-NDARVC310XV2-216.26-93.74-curv.png,sub-NDARVC310XV2-216.26-93.74-parc.png
sub-NDARJK085PZL-209.70-100.04-curv-mask.png,sub-NDARJK085PZL,209.7,100.04,sub-NDARJK085PZL-209.7-100.04-curv.png,sub-NDARJK085PZL-209.7-100.04-parc.png
sub-NDARCA153NKE-211.40-75.91-curv-mask.png,sub-NDARCA153NKE,211.4,75.91,sub-NDARCA153NKE-211.4-75.91-curv.png,sub-NDARCA153NKE-211.4-75.91-parc.png
sub-NDARBF183RFB-195.29-91.63-curv-mask.png,sub-NDARBF183RFB,195.29,91.63,sub-NDARBF183RFB-195.29-91.63-curv.png,sub-NDARBF183RFB-195.29-91.63-parc.png
sub-NDARKC993YWF-200.01-82.20-curv-mask.png,sub-NDARKC993YWF,200.01,82.2,sub-NDARKC993YWF-200.01-82.2-curv.png,sub-NDARKC993YWF-200.01-82.2-parc.png
sub-NDARUZ200NRJ-204.77-75.30-curv-mask.png,sub-NDARUZ200NRJ,204.77,75.3,sub-NDARUZ200NRJ-204.77-75.3-curv.png,sub-NDARUZ200NRJ-204.77-75.3-parc.png
sub-NDARKL223LLF-198.16-95.07-curv-mask.png,sub-NDARKL223LLF,198.16,95.07,sub-NDARKL223LLF-198.16-95.07-curv.png,sub-NDARKL223LLF-198.16-95.07-parc.png
sub-NDARNM708YTF-202.31-89.63-curv-mask.png,sub-NDARNM708YTF,202.31,89.63,sub-NDARNM708YTF-202.31-89.63-curv.png,sub-NDARNM708YTF-202.31-89.63-parc.png
sub-NDARNG968RB9-206.75-95.70-curv-mask.png,sub-NDARNG968RB9,206.75,95.7,sub-NDARNG968RB9-206.75-95.7-curv.png,sub-NDARNG968RB9-206.75-95.7-parc.png
sub-NDARDU799BZF-206.38-82.71-curv-mask.png,sub-NDARDU799BZF,206.38,82.71,sub-NDARDU799BZF-206.38-82.71-curv.png,sub-NDARDU799BZF-206.38-82.71-parc.png
sub-NDARWM527PRT-222.29-89.07-curv-mask.png,sub-NDARWM527PRT,222.29,89.07,sub-NDARWM527PRT-222.29-89.07-curv.png,sub-NDARWM527PRT-222.29-89.07-parc.png
sub-NDARMM005DLK-195.81-100.72-curv-mask.png,sub-NDARMM005DLK,195.81,100.72,sub-NDARMM005DLK-195.81-100.72-curv.png,sub-NDARMM005DLK-195.81-100.72-parc.png
sub-NDARWY718TY7-207.87-102.41-curv-mask.png,sub-NDARWY718TY7,207.87,102.41,sub-NDARWY718TY7-207.87-102.41-curv.png,sub-NDARWY718TY7-207.87-102.41-parc.png
sub-NDARWU018VDB-203.86-93.84-curv-mask.png,sub-NDARWU018VDB,203.86,93.84,sub-NDARWU018VDB-203.86-93.84-curv.png,sub-NDARWU018VDB-203.86-93.84-parc.png
sub-NDARPH834YB1-206.33-87.86-curv-mask.png,sub-NDARPH834YB1,206.33,87.86,sub-NDARPH834YB1-206.33-87.86-curv.png,sub-NDARPH834YB1-206.33-87.86-parc.png
sub-NDARPV535ZUB-218.98-79.55-curv-mask.png,sub-NDARPV535ZUB,218.98,79.55,sub-NDARPV535ZUB-218.98-79.55-curv.png,sub-NDARPV535ZUB-218.98-79.55-parc.png
sub-NDARPE596LZL-209.72-82.54-curv-mask.png,sub-NDARPE596LZL,209.72,82.54,sub-NDARPE596LZL-209.72-82.54-curv.png,sub-NDARPE596LZL-209.72-82.54-parc.png
sub-NDAREF389RY2-209.27-92.40-curv-mask.png,sub-NDAREF389RY2,209.27,92.4,sub-NDAREF389RY2-209.27-92.4-curv.png,sub-NDAREF389RY2-209.27-92.4-parc.png
sub-NDARKR391CMV-203.01-101.83-curv-mask.png,sub-NDARKR391CMV,203.01,101.83,sub-NDARKR391CMV-203.01-101.83-curv.png,sub-NDARKR391CMV-203.01-101.83-parc.png
sub-NDARNC130ZLK-218.55-75.16-curv-mask.png,sub-NDARNC130ZLK,218.55,75.16,sub-NDARNC130ZLK-218.55-75.16-curv.png,sub-NDARNC130ZLK-218.55-75.16-parc.png
sub-NDARPJ502KEH-203.56-94.28-curv-mask.png,sub-NDARPJ502KEH,203.56,94.28,sub-NDARPJ502KEH-203.56-94.28-curv.png,sub-NDARPJ502KEH-203.56-94.28-parc.png
sub-NDARLL790WLF-204.94-83.27-curv-mask.png,sub-NDARLL790WLF,204.94,83.27,sub-NDARLL790WLF-204.94-83.27-curv.png,sub-NDARLL790WLF-204.94-83.27-parc.png
sub-NDARHN749RW4-211.45-76.31-curv-mask.png,sub-NDARHN749RW4,211.45,76.31,sub-NDARHN749RW4-211.45-76.31-curv.png,sub-NDARHN749RW4-211.45-76.31-parc.png
sub-NDAREM757NBG-223.49-90.71-curv-mask.png,sub-NDAREM757NBG,223.49,90.71,sub-NDAREM757NBG-223.49-90.71-curv.png,sub-NDAREM757NBG-223.49-90.71-parc.png
sub-NDARNL134VF0-211.43-76.34-curv-mask.png,sub-NDARNL134VF0,211.43,76.34,sub-NDARNL134VF0-211.43-76.34-curv.png,sub-NDARNL134VF0-211.43-76.34-parc.png
sub-NDARMZ936WYB-213.90-99.58-curv-mask.png,sub-NDARMZ936WYB,213.9,99.58,sub-NDARMZ936WYB-213.9-99.58-curv.png,sub-NDARMZ936WYB-213.9-99.58-parc.png
sub-NDARGK253TTG-195.33-99.78-curv-mask.png,sub-NDARGK253TTG,195.33,99.78,sub-NDARGK253TTG-195.33-99.78-curv.png,sub-NDARGK253TTG-195.33-99.78-parc.png
sub-NDARKD134TCX-205.21-101.39-curv-mask.png,sub-NDARKD134TCX,205.21,101.39,sub-NDARKD134TCX-205.21-101.39-curv.png,sub-NDARKD134TCX-205.21-101.39-parc.png
sub-NDARUF828TV2-214.75-99.89-curv-mask.png,sub-NDARUF828TV2,214.75,99.89,sub-NDARUF828TV2-214.75-99.89-curv.png,sub-NDARUF828TV2-214.75-99.89-parc.png
sub-NDARWP675DHU-220.65-92.74-curv-mask.png,sub-NDARWP675DHU,220.65,92.74,sub-NDARWP675DHU-220.65-92.74-curv.png,sub-NDARWP675DHU-220.65-92.74-parc.png
sub-NDARPX661BF1-222.29-99.44-curv-mask.png,sub-NDARPX661BF1,222.29,99.44,sub-NDARPX661BF1-222.29-99.44-curv.png,sub-NDARPX661BF1-222.29-99.44-parc.png
sub-NDARYA845EGP-200.67-86.99-curv-mask.png,sub-NDARYA845EGP,200.67,86.99,sub-NDARYA845EGP-200.67-86.99-curv.png,sub-NDARYA845EGP-200.67-86.99-parc.png
sub-NDARCM050BN2-223.83-93.14-curv-mask.png,sub-NDARCM050BN2,223.83,93.14,sub-NDARCM050BN2-223.83-93.14-curv.png,sub-NDARCM050BN2-223.83-93.14-parc.png
sub-NDARCW933FD5-207.99-104.48-curv-mask.png,sub-NDARCW933FD5,207.99,104.48,sub-NDARCW933FD5-207.99-104.48-curv.png,sub-NDARCW933FD5-207.99-104.48-parc.png
sub-NDARVN646NZP-218.49-96.13-curv-mask.png,sub-NDARVN646NZP,218.49,96.13,sub-NDARVN646NZP-218.49-96.13-curv.png,sub-NDARVN646NZP-218.49-96.13-parc.png
sub-NDARJB501MJL-217.06-91.75-curv-mask.png,sub-NDARJB501MJL,217.06,91.75,sub-NDARJB501MJL-217.06-91.75-curv.png,sub-NDARJB501MJL-217.06-91.75-parc.png
sub-NDARUF828TV2-215.01-76.09-curv-mask.png,sub-NDARUF828TV2,215.01,76.09,sub-NDARUF828TV2-215.01-76.09-curv.png,sub-NDARUF828TV2-215.01-76.09-parc.png
sub-NDARNB440UE4-209.39-95.38-curv-mask.png,sub-NDARNB440UE4,209.39,95.38,sub-NDARNB440UE4-209.39-95.38-curv.png,sub-NDARNB440UE4-209.39-95.38-parc.png
sub-NDARZL113CU0-198.81-104.76-curv-mask.png,sub-NDARZL113CU0,198.81,104.76,sub-NDARZL113CU0-198.81-104.76-curv.png,sub-NDARZL113CU0-198.81-104.76-parc.png
sub-NDARDN996CPF-222.84-86.31-curv-mask.png,sub-NDARDN996CPF,222.84,86.31,sub-NDARDN996CPF-222.84-86.31-curv.png,sub-NDARDN996CPF-222.84-86.31-parc.png
sub-NDARJB236XDY-206.38-85.68-curv-mask.png,sub-NDARJB236XDY,206.38,85.68,sub-NDARJB236XDY-206.38-85.68-curv.png,sub-NDARJB236XDY-206.38-85.68-parc.png
sub-NDARUF850XKH-213.05-75.78-curv-mask.png,sub-NDARUF850XKH,213.05,75.78,sub-NDARUF850XKH-213.05-75.78-curv.png,sub-NDARUF850XKH-213.05-75.78-parc.png
sub-NDARJY676CWZ-208.41-98.57-curv-mask.png,sub-NDARJY676CWZ,208.41,98.57,sub-NDARJY676CWZ-208.41-98.57-curv.png,sub-NDARJY676CWZ-208.41-98.57-parc.png
sub-NDARBF293YRB-218.21-80.65-curv-mask.png,sub-NDARBF293YRB,218.21,80.65,sub-NDARBF293YRB-218.21-80.65-curv.png,sub-NDARBF293YRB-218.21-80.65-parc.png
sub-NDARRV097NU1-214.15-79.39-curv-mask.png,sub-NDARRV097NU1,214.15,79.39,sub-NDARRV097NU1-214.15-79.39-curv.png,sub-NDARRV097NU1-214.15-79.39-parc.png
sub-NDARFG364YMG-208.03-86.59-curv-mask.png,sub-NDARFG364YMG,208.03,86.59,sub-NDARFG364YMG-208.03-86.59-curv.png,sub-NDARFG364YMG-208.03-86.59-parc.png
sub-NDARHX739YBW-220.66-102.79-curv-mask.png,sub-NDARHX739YBW,220.66,102.79,sub-NDARHX739YBW-220.66-102.79-curv.png,sub-NDARHX739YBW-220.66-102.79-parc.png
sub-NDARDB161LU6-204.96-94.10-curv-mask.png,sub-NDARDB161LU6,204.96,94.1,sub-NDARDB161LU6-204.96-94.1-curv.png,sub-NDARDB161LU6-204.96-94.1-parc.png
sub-NDARVN270UU2-209.76-80.77-curv-mask.png,sub-NDARVN270UU2,209.76,80.77,sub-NDARVN270UU2-209.76-80.77-curv.png,sub-NDARVN270UU2-209.76-80.77-parc.png
sub-NDARBJ482HJL-218.33-85.73-curv-mask.png,sub-NDARBJ482HJL,218.33,85.73,sub-NDARBJ482HJL-218.33-85.73-curv.png,sub-NDARBJ482HJL-218.33-85.73-parc.png
sub-NDARFF644ZGD-215.36-79.49-curv-mask.png,sub-NDARFF644ZGD,215.36,79.49,sub-NDARFF644ZGD-215.36-79.49-curv.png,sub-NDARFF644ZGD-215.36-79.49-parc.png
sub-NDARKA085YRG-202.60-95.72-curv-mask.png,sub-NDARKA085YRG,202.6,95.72,sub-NDARKA085YRG-202.6-95.72-curv.png,sub-NDARKA085YRG-202.6-95.72-parc.png
sub-NDARVZ525AA0-203.86-88.95-curv-mask.png,sub-NDARVZ525AA0,203.86,88.95,sub-NDARVZ525AA0-203.86-88.95-curv.png,sub-NDARVZ525AA0-203.86-88.95-parc.png
sub-NDARKG859AGN-224.79-86.73-curv-mask.png,sub-NDARKG859AGN,224.79,86.73,sub-NDARKG859AGN-224.79-86.73-curv.png,sub-NDARKG859AGN-224.79-86.73-parc.png
